ID,Data Center,App,Entry Time,WAN Duration
813,DC1,SES,1510599139522,875
818,DC1,SES,1510599139524,873
825,DC1,SES,1510599139527,870
831,DC1,SES,1510599139530,867
837,DC1,SES,1510599139532,865
843,DC1,SES,1510599139538,860
849,DC1,SES,1510599139541,857
855,DC1,SES,1510599139545,853
850,DC1,SES,1510599139542,856
867,DC1,SES,1510599139550,848
862,DC1,SES,1510599139547,851
879,DC1,SES,1510599139555,843
874,DC1,SES,1510599139553,845
880,DC1,SES,1510599139556,842
886,DC1,SES,1510599139559,839
892,DC1,SES,1510599139563,835
898,DC1,SES,1510599139567,831
902,DC1,SES,1510599139570,828
908,DC1,SES,1510599139573,825
914,DC1,SES,1510599139577,821
921,DC1,SES,1510599139581,818
926,DC1,SES,1510599139585,814
933,DC1,SES,1510599139591,808
938,DC1,SES,1510599139594,805
945,DC1,SES,1510599139598,801
951,DC1,SES,1510599139601,798
957,DC1,SES,1510599139604,795
963,DC1,SES,1510599139606,793
969,DC1,SES,1510599139609,790
975,DC1,SES,1510599139611,789
970,DC1,SES,1510599139609,791
987,DC1,SES,1510599139616,784
982,DC1,SES,1510599139614,786
999,DC1,SES,1510599139621,779
994,DC1,SES,1510599139619,781
554,DC1,SES,1510599139320,1087
560,DC1,SES,1510599139324,1083
566,DC1,SES,1510599139328,1079
572,DC1,SES,1510599139333,1074
578,DC1,SES,1510599139337,1070
584,DC1,SES,1510599139342,1065
591,DC1,SES,1510599139347,1060
596,DC1,SES,1510599139350,1057
601,DC1,SES,1510599139354,1053
606,DC1,SES,1510599139361,1046
613,DC1,SES,1510599139371,1036
618,DC1,SES,1510599139381,1026
625,DC1,SES,1510599139394,1014
631,DC1,SES,1510599139399,1009
637,DC1,SES,1510599139406,1002
643,DC1,SES,1510599139411,997
649,DC1,SES,1510599139417,991
655,DC1,SES,1510599139422,986
650,DC1,SES,1510599139418,990
667,DC1,SES,1510599139430,978
662,DC1,SES,1510599139426,982
679,DC1,SES,1510599139438,970
674,DC1,SES,1510599139436,972
680,DC1,SES,1510599139439,969
686,DC1,SES,1510599139442,966
692,DC1,SES,1510599139446,962
698,DC1,SES,1510599139449,960
702,DC1,SES,1510599139452,957
708,DC1,SES,1510599139455,954
714,DC1,SES,1510599139458,951
721,DC1,SES,1510599139461,948
726,DC1,SES,1510599139463,946
733,DC1,SES,1510599139467,943
738,DC1,SES,1510599139470,940
745,DC1,SES,1510599139474,936
751,DC1,SES,1510599139478,932
757,DC1,SES,1510599139482,928
763,DC1,SES,1510599139487,923
769,DC1,SES,1510599139496,914
775,DC1,SES,1510599139502,908
770,DC1,SES,1510599139497,914
787,DC1,SES,1510599139509,902
782,DC1,SES,1510599139507,904
799,DC1,SES,1510599139515,896
794,DC1,SES,1510599139513,898
809,DC1,SES,1510599139520,891
804,DC1,SES,1510599139518,893
810,DC1,SES,1510599139520,892
816,DC1,SES,1510599139523,889
822,DC1,SES,1510599139526,886
828,DC1,SES,1510599139528,884
834,DC1,SES,1510599139531,881
841,DC1,SES,1510599139534,878
846,DC1,SES,1510599139540,872
853,DC1,SES,1510599139544,868
858,DC1,SES,1510599139546,866
865,DC1,SES,1510599139549,863
871,DC1,SES,1510599139551,861
877,DC1,SES,1510599139554,858
883,DC1,SES,1510599139557,856
889,DC1,SES,1510599139561,852
895,DC1,SES,1510599139565,848
890,DC1,SES,1510599139561,852
905,DC1,SES,1510599139571,842
900,DC1,SES,1510599139569,844
912,DC1,SES,1510599139575,838
917,DC1,SES,1510599139579,834
924,DC1,SES,1510599139583,830
929,DC1,SES,1510599139587,826
936,DC1,SES,1510599139593,820
930,DC1,SES,1510599139588,825
948,DC1,SES,1510599139599,814
942,DC1,SES,1510599139596,817
961,DC1,SES,1510599139605,809
954,DC1,SES,1510599139602,812
973,DC1,SES,1510599139610,804
966,DC1,SES,1510599139607,807
985,DC1,SES,1510599139615,799
978,DC1,SES,1510599139612,802
997,DC1,SES,1510599139620,794
991,DC1,SES,1510599139618,796
734,DC1,SES,1510599139467,1044
739,DC1,SES,1510599139470,1042
741,DC1,SES,1510599139472,1040
746,DC1,SES,1510599139475,1037
740,DC1,SES,1510599139471,1041
753,DC1,SES,1510599139479,1033
758,DC1,SES,1510599139483,1029
752,DC1,SES,1510599139479,1034
765,DC1,SES,1510599139488,1025
771,DC1,SES,1510599139498,1015
764,DC1,SES,1510599139488,1025
777,DC1,SES,1510599139503,1010
783,DC1,SES,1510599139507,1006
776,DC1,SES,1510599139502,1011
789,DC1,SES,1510599139510,1003
795,DC1,SES,1510599139514,999
788,DC1,SES,1510599139510,1003
790,DC1,SES,1510599139511,1003
805,DC1,SES,1510599139518,996
811,DC1,SES,1510599139521,993
800,DC1,SES,1510599139516,998
812,DC1,SES,1510599139521,993
817,DC1,SES,1510599139523,991
823,DC1,SES,1510599139526,988
824,DC1,SES,1510599139527,987
829,DC1,SES,1510599139529,985
835,DC1,SES,1510599139531,983
836,DC1,SES,1510599139532,982
830,DC1,SES,1510599139529,985
847,DC1,SES,1510599139540,975
848,DC1,SES,1510599139541,974
842,DC1,SES,1510599139537,978
859,DC1,SES,1510599139546,969
861,DC1,SES,1510599139547,968
854,DC1,SES,1510599139544,971
860,DC1,SES,1510599139547,968
873,DC1,SES,1510599139552,963
866,DC1,SES,1510599139549,966
872,DC1,SES,1510599139551,964
885,DC1,SES,1510599139558,957
878,DC1,SES,1510599139555,960
884,DC1,SES,1510599139558,958
897,DC1,SES,1510599139567,949
891,DC1,SES,1510599139562,954
896,DC1,SES,1510599139566,950
907,DC1,SES,1510599139572,944
901,DC1,SES,1510599139569,947
906,DC1,SES,1510599139572,944
919,DC1,SES,1510599139580,936
913,DC1,SES,1510599139576,940
918,DC1,SES,1510599139579,937
920,DC1,SES,1510599139581,935
925,DC1,SES,1510599139584,932
931,DC1,SES,1510599139589,928
932,DC1,SES,1510599139590,927
937,DC1,SES,1510599139593,924
943,DC1,SES,1510599139597,920
944,DC1,SES,1510599139597,920
949,DC1,SES,1510599139600,917
955,DC1,SES,1510599139603,914
956,DC1,SES,1510599139603,914
950,DC1,SES,1510599139600,917
967,DC1,SES,1510599139608,909
968,DC1,SES,1510599139608,909
962,DC1,SES,1510599139606,911
979,DC1,SES,1510599139613,904
981,DC1,SES,1510599139614,904
974,DC1,SES,1510599139611,907
980,DC1,SES,1510599139613,905
993,DC1,SES,1510599139619,899
986,DC1,SES,1510599139616,902
992,DC1,SES,1510599139618,900
998,DC1,SES,1510599139621,897
